date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:29	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2009%20Oct%202017%2007:46:40%20GMT	http://exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.eot?	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/glyphicons-halflings-regulard41d.eot	(from http://exprostudio.com/html/book_library/css/bootstrap.min.css)
11:21:30	23424/23424	---M--	200	added ('OK')	font/woff	date:Mon,%2009%20Oct%202017%2007:46:43%20GMT	http://exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.woff	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.woff	(from http://exprostudio.com/html/book_library/css/bootstrap.min.css)
11:21:31	66154/66154	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:58%20GMT	http://exprostudio.com/html/book_library/js/gmap3.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/gmap3.js	(from http://exprostudio.com/html/book_library/)
11:21:34	109025/109025	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2009%20Oct%202017%2007:46:44%20GMT	http://exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.svg	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.svg	(from http://exprostudio.com/html/book_library/css/bootstrap.min.css)
11:21:39	45404/45404	---M--	200	added ('OK')	font/ttf	date:Mon,%2009%20Oct%202017%2007:46:43%20GMT	http://exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.ttf	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.ttf	(from http://exprostudio.com/html/book_library/css/bootstrap.min.css)
11:21:53	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2009%20Oct%202017%2007:46:40%20GMT	http://exprostudio.com/html/book_library/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/fontawesome-webfont3e6e.woff2	(from http://exprostudio.com/html/book_library/css/font-awesome.min.css)
11:22:00	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2009%20Oct%202017%2007:46:41%20GMT	http://exprostudio.com/html/book_library/fonts/fontawesome-webfont.eot?v=4.7.0	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/fontawesome-webfont3e6e.eot	(from http://exprostudio.com/html/book_library/css/font-awesome.min.css)
11:22:00	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2009%20Oct%202017%2007:46:41%20GMT	http://exprostudio.com/html/book_library/fonts/fontawesome-webfont.eot?	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/fontawesome-webfontd41d.eot	(from http://exprostudio.com/html/book_library/css/font-awesome.min.css)
11:22:04	316510/316510	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Mar%202018%2010:37:38%20GMT	http://exprostudio.com/html/book_library/js/jquery-ui.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/jquery-ui.js	(from http://exprostudio.com/html/book_library/)
11:22:10	447050/447050	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2009%20Oct%202017%2007:46:42%20GMT	http://exprostudio.com/html/book_library/fonts/fontawesome-webfont.svg?v=4.7.0	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/fontawesome-webfont3e6e.svg	(from http://exprostudio.com/html/book_library/css/font-awesome.min.css)
11:22:13	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2009%20Oct%202017%2007:46:41%20GMT	http://exprostudio.com/html/book_library/fonts/fontawesome-webfont.woff?v=4.7.0	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/fontawesome-webfont3e6e.woff	(from http://exprostudio.com/html/book_library/css/font-awesome.min.css)
11:22:22	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2009%20Oct%202017%2007:46:41%20GMT	http://exprostudio.com/html/book_library/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/fontawesome-webfont3e6e.ttf	(from http://exprostudio.com/html/book_library/css/font-awesome.min.css)
11:22:31	138388/138388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2009%20Oct%202017%2007:46:45%20GMT	http://exprostudio.com/html/book_library/fonts/icomoon.eot?hc836c	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/icomoonbd7d.eot	(from http://exprostudio.com/html/book_library/css/icomoon.css)
11:22:56	468916/468916	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2009%20Oct%202017%2007:46:46%20GMT	http://exprostudio.com/html/book_library/fonts/icomoon.svg?hc836c	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/icomoonbd7d.svg	(from http://exprostudio.com/html/book_library/css/icomoon.css)
11:22:56	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:49:23%20GMT	http://exprostudio.com/html/book_library/images/ui-icons_444444_256x240.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/ui-icons_444444_256x240.5e.delayed	(from http://exprostudio.com/html/book_library/css/jquery-ui.css)
11:22:57	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:49:23%20GMT	http://exprostudio.com/html/book_library/images/ui-icons_555555_256x240.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/ui-icons_555555_256x240.5f.delayed	(from http://exprostudio.com/html/book_library/css/jquery-ui.css)
11:22:58	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:49:23%20GMT	http://exprostudio.com/html/book_library/images/ui-icons_ffffff_256x240.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/ui-icons_ffffff_256x240.png	(from http://exprostudio.com/html/book_library/css/jquery-ui.css)
11:22:58	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:49:23%20GMT	http://exprostudio.com/html/book_library/images/ui-icons_777620_256x240.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/ui-icons_777620_256x240.png	(from http://exprostudio.com/html/book_library/css/jquery-ui.css)
11:22:58	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:49:23%20GMT	http://exprostudio.com/html/book_library/images/ui-icons_cc0000_256x240.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/ui-icons_cc0000_256x240.png	(from http://exprostudio.com/html/book_library/css/jquery-ui.css)
11:22:59	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2005:49:23%20GMT	http://exprostudio.com/html/book_library/images/ui-icons_777777_256x240.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/ui-icons_777777_256x240.png	(from http://exprostudio.com/html/book_library/css/jquery-ui.css)
11:22:59	4976/4976	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Oct%202017%2007:46:53%20GMT	http://exprostudio.com/html/book_library/images/owl.video.play.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/owl.video.play.png	(from http://exprostudio.com/html/book_library/css/owl.carousel.css)
11:23:00	1150/1150	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Oct%202017%2007:47:27%20GMT	http://exprostudio.com/html/book_library/images/books/bookpattren.png	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/books/bookpattren.png	(from http://exprostudio.com/html/book_library/css/main.css)
